group_id,Premise,Hypothesis,label
286,রাস্তা দিয়ে একজন মানুষ হেঁটে যাচ্ছে। দূরে একজন মানুষ সাইকেল নিয়ে আছে।,একটি ছেলে তার বন্ধুর সাথে দেখা করার জন্য সাইকেল নিয়ে এসেছে এবং তার বন্ধু তার দিকে এগিয়ে যাচ্ছে,Neutral
286,রাস্তা দিয়ে একজন মানুষ হেঁটে যাচ্ছে। দূরে একজন মানুষ সাইকেল নিয়ে আছে।,২জন মানুষ ঘুমাচ্ছে,Contradiction
287,একটি রিকশায় তিনজন মানুষ আসছে।,৩ জন মানুষ আছে,Entailment
287,একটি রিকশায় তিনজন মানুষ আসছে।,২ বন্ধু রিকশা করে বাড়ি ফিরছে এবং রিকশাওয়ালা লুঙ্গি পরে আছে,Neutral
287,একটি রিকশায় তিনজন মানুষ আসছে।,১টি রিকশায় ১টি মানুষ আছে,Contradiction
288,তিনজন পুরুষ আছে।,তিনজন মানুষ আছে,Entailment
288,তিনজন পুরুষ আছে।,৩ জন পুরুষ মিলে একটি চালের বস্তা উঠাচ্ছে,Neutral
288,তিনজন পুরুষ আছে।,৩জন নারী আছে,Contradiction
289,দালান বানানোর কাজ করছে ৩ জন পুরুষ।,৩জন পুরুষ আছে,Entailment
289,দালান বানানোর কাজ করছে ৩ জন পুরুষ।,৩ জন কর্মী ইট এবং সিমেন্ট দিয়ে একটি বাড়ির দেয়াল তৈরি করছে,Neutral
289,দালান বানানোর কাজ করছে ৩ জন পুরুষ।,৩ জন নারী কাজ করছে,Contradiction
290,একজন নারী ও চারজন পুরুষ পাশাপাশি দাড়িয়ে আছে।,৫ জন মানুষ আছে,Entailment
290,একজন নারী ও চারজন পুরুষ পাশাপাশি দাড়িয়ে আছে।,৪ জন ছাত্র তাদের শিক্ষিকার সাথে ছবি তুলছে,Neutral
290,একজন নারী ও চারজন পুরুষ পাশাপাশি দাড়িয়ে আছে।,৫ জন নারী আছে,Contradiction
291,দুইটি নৌকায় কয়েকজন মানুষ দেখা যাচ্ছে।,কয়েকজন মানুষ আছে,Entailment
291,দুইটি নৌকায় কয়েকজন মানুষ দেখা যাচ্ছে।,২টি নৌকা করে কয়েকজন মানুষ নদী পার হচ্ছে,Neutral
291,দুইটি নৌকায় কয়েকজন মানুষ দেখা যাচ্ছে।,১টি নৌকা আছে,Contradiction
292,নদীর পাড়ে ২ টি নৌকা যাতে কিছু মানুষ এবং পাশে বালির স্তপ।,২টি নৌকায় কিছু মানুষ আছে,Entailment
292,নদীর পাড়ে ২ টি নৌকা যাতে কিছু মানুষ এবং পাশে বালির স্তপ।,নদীর পাড়ে রাখা ২টি নৌকায় কিছু কর্মী বিশ্রাম নিচ্ছে,Neutral
292,নদীর পাড়ে ২ টি নৌকা যাতে কিছু মানুষ এবং পাশে বালির স্তপ।,নদীর মাঝে ২টি খালি নৌকা আছে,Contradiction
293,তিনজন মানুষ আছে।,৩জন মানুষ আছে,Entailment
293,তিনজন মানুষ আছে।,৩ বন্ধু একসাথে হেঁটে হেঁটে স্কুলে যাচ্ছে,Neutral
293,তিনজন মানুষ আছে।,২জন মানুষ আছে,Contradiction
294,নদীর পাড়ে ৩ সাইকেল নিয়ে দাড়িয়ে আছে ৩ টি ছেলে ।,৩টি ছেলে আছে,Entailment
294,নদীর পাড়ে ৩ সাইকেল নিয়ে দাড়িয়ে আছে ৩ টি ছেলে ।,৩ বন্ধু সাইকেল এ চড়ে নদীর পাড়ে বেড়াতে এসেছে,Neutral
294,নদীর পাড়ে ৩ সাইকেল নিয়ে দাড়িয়ে আছে ৩ টি ছেলে ।,৩টি ছেলে গাড়ি নিয়ে নদীর পারে এসেছে,Contradiction
295,পানিতে একজন পুরুষ ও দুইটি মহিষ আছে।,২টি মহিষ ও একজন পুরুষ আছে,Entailment
295,পানিতে একজন পুরুষ ও দুইটি মহিষ আছে।,২টি মহিষকে তাদের মালিক পানিতে গোসল করাচ্ছে,Neutral
295,পানিতে একজন পুরুষ ও দুইটি মহিষ আছে।,১জন পুরুষ ও ২টি ছাগল আছে,Contradiction
296,একজন পুরুষ ২ টি মহিষ নিয়ে পানি দিয়ে পার হয়ে আসছে।,একজন পুরুষ আছে,Entailment
296,একজন পুরুষ ২ টি মহিষ নিয়ে পানি দিয়ে পার হয়ে আসছে।,একজন রাখাল বন্যায় জমে যাওয়া পানি দিয়ে তার ২টি মহিষ নিয়ে পার হয়ে উচুঁ জাগায় যাচ্ছে,Neutral
296,একজন পুরুষ ২ টি মহিষ নিয়ে পানি দিয়ে পার হয়ে আসছে।,২জন মহিলা পার হচ্ছে,Contradiction
297,দুই হাত তুলে মোনাজাত করছে। সামনে অনেকগুলো মানুষের কোলাহল দেখা যাচ্ছে।,অনেকগুলো মানুষ দেখা যাচ্ছে,Entailment
297,দুই হাত তুলে মোনাজাত করছে। সামনে অনেকগুলো মানুষের কোলাহল দেখা যাচ্ছে।,অনেকদিন বৃষ্টি না হওয়ায় কৃষকদের কোলাহল দেখা যাচ্ছে এবং অনেকে ২ হাত তুলে মোনাজাত করছে,Neutral
297,দুই হাত তুলে মোনাজাত করছে। সামনে অনেকগুলো মানুষের কোলাহল দেখা যাচ্ছে।,কোনো মানুষ দেখা যাচ্ছেনা,Contradiction
298,১ জন মানুষের হাত তুলে থাকা এবং পিছনে হাজার হাজার মানুষের ভিড়।,হাজার হাজার মানুষের ভিড়,Entailment
298,১ জন মানুষের হাত তুলে থাকা এবং পিছনে হাজার হাজার মানুষের ভিড়।,১ জন পাগল হাত তুলে চিল্লাচিল্লি করছে এবং তা দেখে হাজার মানুষ ভিড় করছে,Neutral
298,১ জন মানুষের হাত তুলে থাকা এবং পিছনে হাজার হাজার মানুষের ভিড়।,শুধু ২জন মানুষ দেখা যাচ্ছে,Contradiction
299,একটি শিশু বসে আছে। সামনে অনেকগুলো মোমবাতি আছে।,একটি শিশু আছে,Entailment
299,একটি শিশু বসে আছে। সামনে অনেকগুলো মোমবাতি আছে।,একজন শিশু অনেকগুলো মোমবাতি জ্বালিয়ে বই নিয়ে পড়ছে,Neutral
299,একটি শিশু বসে আছে। সামনে অনেকগুলো মোমবাতি আছে।,একটি শিশু দাড়িয়ে আছে,Contradiction
300,একটি  ছোট ছেলে বসে কতগুলো মোমবাতি জালাচ্ছে  যার সামনে একটি চায়ের ফ্লাক্স।,একটি ছোট ছেলে আছে,Entailment
300,একটি  ছোট ছেলে বসে কতগুলো মোমবাতি জালাচ্ছে  যার সামনে একটি চায়ের ফ্লাক্স।,একজন ছোট ছেলে রাতের বেলা মোমবাতি জ্বালিয়ে দিচ্ছে এবং চা বিক্রি করছে,Neutral
300,একটি  ছোট ছেলে বসে কতগুলো মোমবাতি জালাচ্ছে  যার সামনে একটি চায়ের ফ্লাক্স।,একটি ছোট মেয়ে বসে আছে,Contradiction
301,কয়েকজন মানুষ সামনে ব্যানার নিয়ে দাড়িয়ে আছে।,কয়েকজন মানুষ আছে,Entailment
301,কয়েকজন মানুষ সামনে ব্যানার নিয়ে দাড়িয়ে আছে।,কয়েকজন মানুষ ব্যানার নিয়ে দাড়িয়ে আন্দোলন করছে ও প্রতিবাদ জানাচ্ছে,Neutral
301,কয়েকজন মানুষ সামনে ব্যানার নিয়ে দাড়িয়ে আছে।,কয়েকজন মানুষ ছাতা হাতে নিয়ে দাড়িয়ে আছে,Contradiction
302,কিছু নারী পুরুষ রাস্তার পাশে একটি ব্যানার ধরে দাড়িয়ে আন্দোলন করছে।,কিছু নারী ও পুরুষ আছে,Entailment
302,কিছু নারী পুরুষ রাস্তার পাশে একটি ব্যানার ধরে দাড়িয়ে আন্দোলন করছে।,রাষ্ট্রভাষা বাংলা চাই দাবিতে কিছু মানুষ ব্যানার ধরে দাড়িয়ে আন্দোলন করছে,Neutral
302,কিছু নারী পুরুষ রাস্তার পাশে একটি ব্যানার ধরে দাড়িয়ে আন্দোলন করছে।,কিছু নারী পুরুষ দাড়িয়ে চা খাচ্ছে,Contradiction
303,একজন পুরুষ দাড়িয়ে গীটার বাজাচ্ছে।,একজন মানুষ গিটার বাজাচ্ছে,Entailment
303,একজন পুরুষ দাড়িয়ে গীটার বাজাচ্ছে।,একজন পুরুষ মঞ্চে দাঁড়িয়ে গিটার বাজাচ্ছে ও গান গাচ্ছে,Neutral
303,একজন পুরুষ দাড়িয়ে গীটার বাজাচ্ছে।,একজন পুরুষ ঢোল বাজাচ্ছে,Contradiction
304,একটি রুমে একটি ছেলে হাতে গীটার নিয়ে চশমা পরে চেয়ে আছে যার গায়ে শার্ট প্যান্ট।,একটি চশমা পড়া ছেলে আছে,Entailment
304,একটি রুমে একটি ছেলে হাতে গীটার নিয়ে চশমা পরে চেয়ে আছে যার গায়ে শার্ট প্যান্ট।,একটি ছেলে তার বন্ধুর বাসার রুমে বসে তার গিটার নিয়ে বাজাচ্ছে,Neutral
304,একটি রুমে একটি ছেলে হাতে গীটার নিয়ে চশমা পরে চেয়ে আছে যার গায়ে শার্ট প্যান্ট।,একজন লুঙ্গি পড়া ছেলে আছে,Contradiction
305,পাশাপাশি তিনজন পুরুষ আছে।,৩ জন পুরুষ পাশাপাশি আছে,Entailment
305,পাশাপাশি তিনজন পুরুষ আছে।,৩জন পুরুষ পাশাপাশি বসে চাকরির পরীক্ষা দিচ্ছে,Neutral
305,পাশাপাশি তিনজন পুরুষ আছে।,পাশাপাশি ৩ জন নারী আছে,Contradiction
306,নৌকায় একজন মানুষ আছে। দূরে কয়েকজন মানুষ দেখা যাচ্ছে।,নৌকায় ১জন মানুষ আছে,Entailment
306,নৌকায় একজন মানুষ আছে। দূরে কয়েকজন মানুষ দেখা যাচ্ছে।,১জন মাঝি নৌকা করে আসছে এবং নদীর পারে কয়েকজন মানুষ মাঝির জন্য অপেক্ষা করছে,Neutral
306,নৌকায় একজন মানুষ আছে। দূরে কয়েকজন মানুষ দেখা যাচ্ছে।,নৌকায় কোনো মানুষ নেই,Contradiction
307,পাঁচজন পুরুষ ও তিনজন নারী আছে।,৮ জন মানুষ আছে,Entailment
307,পাঁচজন পুরুষ ও তিনজন নারী আছে।,মঞ্চে ৫ জন পুরুষের সাথে ৩ জন নারী নাচ পরিবেশন করছে,Neutral
307,পাঁচজন পুরুষ ও তিনজন নারী আছে।,৮জন পুরুষ আছে,Contradiction
308,একটি রুমে ৮ জন নারী পুরুষ বুড়ো মহিলা বসে এবং দাড়িয়ে সামনে চেয়ে আছে ছবি তুলার জন্য।,একটি রুমে ৮জন মানুষ আছে,Entailment
308,একটি রুমে ৮ জন নারী পুরুষ বুড়ো মহিলা বসে এবং দাড়িয়ে সামনে চেয়ে আছে ছবি তুলার জন্য।,৮জন সদস্য বিশিষ্ট পরিবারের সবাই দাড়িয়ে ক্যামেরার দিকে চেয়ে আছে ছবির তুলোর জন্য,Neutral
308,একটি রুমে ৮ জন নারী পুরুষ বুড়ো মহিলা বসে এবং দাড়িয়ে সামনে চেয়ে আছে ছবি তুলার জন্য।,১টি রুমে ৯জন পুরুষ আছে,Contradiction
309,একজন পুরুষ আছে।,১জন পুরুষ বাড়ির ছাদে বসে খবরের কাগজ পড়ছে,Neutral
309,একজন পুরুষ আছে।,একজন নারী দাড়িয়ে আছে,Contradiction
310,টিনের ঘরের  জানালা দিয়ে উকি মেরে আছে একজন শার্ট পরা পুরুষ যার চুল কালো ছোট।,একজন শার্ট পড়া পুরুষ আছে,Entailment
310,টিনের ঘরের  জানালা দিয়ে উকি মেরে আছে একজন শার্ট পরা পুরুষ যার চুল কালো ছোট।,ঘরের ভেতর থেকে চিল্লাচিল্লির আওয়াজ আসায় বাইরে থেকে জানালা দিয়ে উকি দিচ্ছে একজন শার্ট পরা পুরুষ,Neutral
310,টিনের ঘরের  জানালা দিয়ে উকি মেরে আছে একজন শার্ট পরা পুরুষ যার চুল কালো ছোট।,একজন বাদামি লম্বা চুলের ছেলে গেঞ্জি পরে আছে,Contradiction
311,কয়েকজন মানুষ দাড়িয়ে আছে।,কয়েকজন মানুষ আছে,Entailment
311,কয়েকজন মানুষ দাড়িয়ে আছে।,কয়েকজন ছেলে মেয়ে গোল হয়ে দাড়িয়ে গল্প করছে,Neutral
311,কয়েকজন মানুষ দাড়িয়ে আছে।,১জন মানুষ দাড়িয়ে আছে,Contradiction
312,পাশাপাশি দুইজন নারী আছে।,পাশাপাশি ২জন মানুষ আছে,Entailment
312,পাশাপাশি দুইজন নারী আছে।,২জন নারী পাশাপাশি বসে সেলাই করছে,Neutral
312,পাশাপাশি দুইজন নারী আছে।,২জন পুরুষ আছে,Contradiction
313,২ জন মহিলা জামা পরে গলায় আইডি কার্ড পরে হাসি মুখে দাড়িয়ে চেয়ে আছে।,গলায় আইডি কার্ড পড়া ২জন মহিলা আছে,Entailment
313,২ জন মহিলা জামা পরে গলায় আইডি কার্ড পরে হাসি মুখে দাড়িয়ে চেয়ে আছে।,২ জন শিক্ষিকা মাঠের মাঝে দাড়িয়ে বাচ্চা ছেলেমেয়েদের খেলা দেখছে,Neutral
313,২ জন মহিলা জামা পরে গলায় আইডি কার্ড পরে হাসি মুখে দাড়িয়ে চেয়ে আছে।,২জন পুরুষ বসে আছে,Contradiction
314,মোবাইল ও ব্যাটারি আছে।,মোবাইল আছে,Entailment
314,মোবাইল ও ব্যাটারি আছে।,মোবাইল এর ভেতর ব্যাটারি নষ্ট হয়েছে তাই চার্জ হচ্ছেনা,Neutral
314,মোবাইল ও ব্যাটারি আছে।,মোবাইল এর সাথে কোনো ব্যাটারি নেই,Contradiction
315,একটি ফোনের ৩ টি পার্ট মেঝেতে পরে আছে।,১টি ফোন ৩টি পার্ট হয়ে আছে,Entailment
315,একটি ফোনের ৩ টি পার্ট মেঝেতে পরে আছে।,হাত থেকে পরায় ১টি ফোন ভেঙে ৩টি পার্ট হয়ে গেছে,Neutral
315,একটি ফোনের ৩ টি পার্ট মেঝেতে পরে আছে।,১টি ফোনের ৫টা পার্ট টেবিল এর উপর আছে,Contradiction
316,কয়েকজন মানুষ মশাল নিয়ে আছে।,কয়েকজন মানুষ আছে,Entailment
316,কয়েকজন মানুষ মশাল নিয়ে আছে।,রাতেরবেলা চুরি হাওয়ায় গ্রামের মানুষরা মশাল নিয়ে চোর খুঁজছে,Neutral
316,কয়েকজন মানুষ মশাল নিয়ে আছে।,মানুষের হাতে কোনো মশাল নেই,Contradiction
317,কিছু  ছেলে  দাড়িয়ে হাতে আগুনের লাটি ধরে খেলা করছে একটি জায়গায়।,কিছু ছেলে দাড়িয়ে আছে,Entailment
317,কিছু  ছেলে  দাড়িয়ে হাতে আগুনের লাটি ধরে খেলা করছে একটি জায়গায়।,একটি সার্কাস এ কিছু ছেলে আগুনের লাঠি ধরে খেলা দেখাচ্ছে,Neutral
317,কিছু  ছেলে  দাড়িয়ে হাতে আগুনের লাটি ধরে খেলা করছে একটি জায়গায়।,কিছু মেয়ে আগুনের লাঠি ধরে আছে,Contradiction
318,সমুদ্রের পারে কয়েকজন মানুষ দাড়িয়ে আছে।,কয়েকজন মানুষ দাড়িয়ে আছে,Entailment
318,সমুদ্রের পারে কয়েকজন মানুষ দাড়িয়ে আছে।,সমুদ্রের পাড়ে কয়েকজন বন্ধু শামুক খুঁজছে,Neutral
318,সমুদ্রের পারে কয়েকজন মানুষ দাড়িয়ে আছে।,পুকুরের পাড়ে কয়েকজন মানুষ দাড়িয়ে আছে,Contradiction
319,সমুদ্রের পাড়ে কিছু বিক্রি করছে একজন পুরুষ যার সাথে ১ জন ছেলে দাড়িয়ে আছে এবং ডানপাশে কিছু মানুষ দাড়িয়ে আছে।,২জন মানুষ কিছু বিক্রি করছে,Entailment
319,সমুদ্রের পাড়ে কিছু বিক্রি করছে একজন পুরুষ যার সাথে ১ জন ছেলে দাড়িয়ে আছে এবং ডানপাশে কিছু মানুষ দাড়িয়ে আছে।,বাবা ও ছেলে মিলে সমুদ্রের পাড়ে ডাব বিক্রি করছে এবং ডান পাশে ক্রেতা দাড়িয়ে আছে,Neutral
319,সমুদ্রের পাড়ে কিছু বিক্রি করছে একজন পুরুষ যার সাথে ১ জন ছেলে দাড়িয়ে আছে এবং ডানপাশে কিছু মানুষ দাড়িয়ে আছে।,একজন নারী শামুক বিক্রি করছে,Contradiction
320,দুইজন পুরুষ বসে পত্রিকা পড়ছে। পিছনে একজন মানুষ আছে।,৩ জন মানুষ আছে,Entailment
320,দুইজন পুরুষ বসে পত্রিকা পড়ছে। পিছনে একজন মানুষ আছে।,বাবা এবং ছেলে খাবার টেবিল এ বসে পত্রিকা পড়ছে এবং পিছনে মা চা ও নাস্তা নিয়ে আসছে,Neutral
320,দুইজন পুরুষ বসে পত্রিকা পড়ছে। পিছনে একজন মানুষ আছে।,২জন পুরুষ দাড়িয়ে খেলা দেখছে,Contradiction
321,২ জন টুপি পরা পুরুষ একটি দোকানের সামনে বসে পেপার পড়ছে এবং ১ অন পুরুষ দোকানে উকি মেরে আছে।,টুপি পড়া ২জন পুরুষ আছে,Entailment
321,২ জন টুপি পরা পুরুষ একটি দোকানের সামনে বসে পেপার পড়ছে এবং ১ অন পুরুষ দোকানে উকি মেরে আছে।,শীতের সকালে ২জন প্রতিবেশী পুরুষ দোকানের সামনে বসে চা খাচ্ছে ও পেপার পড়ছে,Neutral
321,২ জন টুপি পরা পুরুষ একটি দোকানের সামনে বসে পেপার পড়ছে এবং ১ অন পুরুষ দোকানে উকি মেরে আছে।,দোকান বন্ধ এবং দোকানের আশেপাশে কেউ নেই,Contradiction
322,চারজন পুরুষ ও একজন নারী বসে আছে।,৫ জন মানুষ বসে আছে,Entailment
322,চারজন পুরুষ ও একজন নারী বসে আছে।,"বাবা, মা ও ৩ ছেলে বসে দুপুরের খাবার খাচ্ছে",Neutral
322,চারজন পুরুষ ও একজন নারী বসে আছে।,৫ জন পুরুষ বসে আছে,Contradiction
323,দুইজন নারী দাড়িয়ে আছে।,২জন মানুষ দাড়িয়ে আছে,Entailment
323,দুইজন নারী দাড়িয়ে আছে।,২জন বান্ধবি গাছের নিচে দাড়িয়ে বই হাতে গল্প করছে,Neutral
323,দুইজন নারী দাড়িয়ে আছে।,২জন পুরুষ দাড়িয়ে আছে,Contradiction
324,১ অন মেয়ে ১ জন মহিলা একটি ঘরের দরজার সামনে দাড়িয়ে আছে মন খারাপ করে।,২জন নারী দাড়িয়ে আছে,Entailment
324,১ অন মেয়ে ১ জন মহিলা একটি ঘরের দরজার সামনে দাড়িয়ে আছে মন খারাপ করে।,বাবার বাড়ি ফিরতে দেরি হওয়ায় মা ও মেয়ে চিন্তিত হয়ে ঘরের দরজার সামনে অপেক্ষা করছে,Neutral
324,১ অন মেয়ে ১ জন মহিলা একটি ঘরের দরজার সামনে দাড়িয়ে আছে মন খারাপ করে।,২জন নারী ঘরের ভেতর বসে টেলিভিশন দেখছে,Contradiction
325,কয়েকজন মানুষ বৃষ্টিতে ছাতা নিয়ে চলাচল করছে।,কয়েকজন মানুষের হাতে ছাতা আছে,Entailment
325,কয়েকজন মানুষ বৃষ্টিতে ছাতা নিয়ে চলাচল করছে।,"স্কুল ছুটির পর সব শিক্ষার্থী, বাবা, মা বৃষ্টির পানি থেকে বাঁচার জন্য  ছাতা হাতে বাড়ি যাচ্ছে",Neutral
325,কয়েকজন মানুষ বৃষ্টিতে ছাতা নিয়ে চলাচল করছে।,কয়েকজন মানুষ বৃষ্টিতে ছাতা ছাড়া চলাচল করছে,Contradiction
326,বৃষ্টির মাঝে রাস্তা দিয়ে ছাতা নিয়ে হেটে যাচ্ছে কিছু মানুষ ।,কিছু মানুষের হাতে ছাতা আছে,Entailment
326,বৃষ্টির মাঝে রাস্তা দিয়ে ছাতা নিয়ে হেটে যাচ্ছে কিছু মানুষ ।,ভারী বৃষ্টি হচ্ছে তবুও কিছু মানুষ ছাতা মাথায় মসজিদে যাচ্ছে,Neutral
326,বৃষ্টির মাঝে রাস্তা দিয়ে ছাতা নিয়ে হেটে যাচ্ছে কিছু মানুষ ।,বৃষ্টির মাঝে ছাতা ছাড়া ভিজে ভিজে হেঁটে যাচ্ছে কিছু মানুষ,Contradiction
327,শাড়ি পরিহিত চারজন নারী হাসছে।,৪ জন শাড়ি পড়া নারী আছে,Entailment
327,শাড়ি পরিহিত চারজন নারী হাসছে।,বিয়ের অনুষ্ঠানে অনেকদিন পর দেখা হওয়া শাড়ি পড়া ৪ বান্ধবী গল্প করছে ও হাসছে,Neutral
327,শাড়ি পরিহিত চারজন নারী হাসছে।,৪জন পুরুষ দাড়িয়ে হাসছে,Contradiction
328,৪ জন মেয়ে শাড়ি পর যার একজনের মাথায় ফুলের মালা  একটি গাছের নিচে দাড়িয়ে হাসছে।,একজন নারীর মাথায় ফুলের মালা আছে,Entailment
328,৪ জন মেয়ে শাড়ি পর যার একজনের মাথায় ফুলের মালা  একটি গাছের নিচে দাড়িয়ে হাসছে।,গাছের নিচে দাড়িয়ে ৪ বান্ধুবি হাসছে ও গল্প করছে,Neutral
328,৪ জন মেয়ে শাড়ি পর যার একজনের মাথায় ফুলের মালা  একটি গাছের নিচে দাড়িয়ে হাসছে।,৪জন পুরুষ দাড়িয়ে গল্প করছে,Contradiction
329,একজন পুরুষ ও একজন নারী আছে।,২ জন মানুষ আছে,Entailment
329,একজন পুরুষ ও একজন নারী আছে।,বাবা টেবিল এ বসে পেপার পড়ছে এবং মা রান্নাঘর থেকে নাস্তা নিয়ে আসছে,Neutral
329,একজন পুরুষ ও একজন নারী আছে।,২জন নারী আছে,Contradiction
330,১ জন মহিলা ১ জন পুরুষ ২ টি ক্যামেরা নিয়ে ছবি তুলছে।,২জন মানুষের হাতে ২টি ক্যামেরা আছে,Entailment
330,১ জন মহিলা ১ জন পুরুষ ২ টি ক্যামেরা নিয়ে ছবি তুলছে।,২জন সাংবাদিক ঘটনাস্থলের ছবির তুলছে,Neutral
330,১ জন মহিলা ১ জন পুরুষ ২ টি ক্যামেরা নিয়ে ছবি তুলছে।,২জন মানুষের হাতে ক্যামেরা নেই,Contradiction
331,দুইজন পুরুষ দাড়িয়ে আছে।,২জন মানুষ আছে,Entailment
331,দুইজন পুরুষ দাড়িয়ে আছে।,২ জন বন্ধু একজন আরেকজনের খবর নিচ্ছে,Neutral
331,দুইজন পুরুষ দাড়িয়ে আছে।,২জন নারী দাড়িয়ে আছে,Contradiction
332,২ টি ছেলে দাড়িয়ে চেয়ে আছে কিছু গাছের নিচে যারা সোয়েটার শার্ট প্যান্ট পরে আছে।,২জন ছেলে আছে,Entailment
332,২ টি ছেলে দাড়িয়ে চেয়ে আছে কিছু গাছের নিচে যারা সোয়েটার শার্ট প্যান্ট পরে আছে।,২জন ছেলে ব্যাডমিন্টন খেলতে গিয়ে তাদের কর্ক গেছে আটকায় যাওয়ায় গাছের দিকে চেয়ে আছে,Neutral
332,২ টি ছেলে দাড়িয়ে চেয়ে আছে কিছু গাছের নিচে যারা সোয়েটার শার্ট প্যান্ট পরে আছে।,২জন ছেলে গেঞ্জি লুঙ্গি পড়ে আছে,Contradiction
333,একজন পুরুষ হাতে অনেক পতাকা নিয়ে পতাকা বিক্রি করছে রাস্তার মাঝে।,একজন পুরুষের হাতে অনেক পতাকা আছে,Entailment
333,একজন পুরুষ হাতে অনেক পতাকা নিয়ে পতাকা বিক্রি করছে রাস্তার মাঝে।,লাল সবুজ গেঞ্জি ও লুঙ্গি পড়া একজন বৃদ্ধ বিজয় দিবসে পতাকা বিক্রি করছে,Neutral
333,একজন পুরুষ হাতে অনেক পতাকা নিয়ে পতাকা বিক্রি করছে রাস্তার মাঝে।,একজন নারী পতাকা বিক্রি করছে,Contradiction
334,একটি  পার্কে একটি ছেলে সেলফি তুলছে যার পিছনে বসে আছে ৬ জন ছেলে।,৭জন ছেলে আছে,Entailment
334,একটি  পার্কে একটি ছেলে সেলফি তুলছে যার পিছনে বসে আছে ৬ জন ছেলে।,৭জন বন্ধু পার্কে বেড়াতে এসে ছবির তুলছে,Neutral
334,একটি  পার্কে একটি ছেলে সেলফি তুলছে যার পিছনে বসে আছে ৬ জন ছেলে।,একটি মেয়ে সেলফি তুলছে যার পিছে কেউ নেই,Contradiction
335,শাড়ি পরে পাঁচজন নারী নৃত্য করছে।,৫জন নারী শাড়ি পড়ে আছে,Entailment
335,শাড়ি পরে পাঁচজন নারী নৃত্য করছে।,স্কুলের বিদায় অনুষ্ঠানে মঞ্চে ৫জন ছাত্রী নৃত্য করছে,Neutral
335,শাড়ি পরে পাঁচজন নারী নৃত্য করছে।,শার্ট পরে ৫জন ছেলে নৃত্য করছে,Contradiction
336,একটি মঞ্চে নাচ করছে ৫ জন মহিলা যারা সাদা লালা শাড়ি পরে আছে।,৫ জন মহিলা নাচ করছে,Entailment
336,একটি মঞ্চে নাচ করছে ৫ জন মহিলা যারা সাদা লালা শাড়ি পরে আছে।,পহেলা বৈশাখ উপলক্ষে আয়োজিত অনুষ্ঠানের মঞ্চে ৫ জন মহিলা শাড়ি পরে নাচ করছে,Neutral
336,একটি মঞ্চে নাচ করছে ৫ জন মহিলা যারা সাদা লালা শাড়ি পরে আছে।,২ জন পুরুষ গান গাচ্ছে,Contradiction
337,শাড়ি পরে একজন নারী বসে আছে।,একজন শাড়ি পড়া নারী আছে,Entailment
337,শাড়ি পরে একজন নারী বসে আছে।,বিয়ের আসরে একজন বউ শাড়ি পড়ে বসে আছে,Neutral
337,শাড়ি পরে একজন নারী বসে আছে।,শার্ট পরে একজন পুরুষ বসে আছে,Contradiction
338,একজন বৃদ্ধ নারী আছে।,একজন নারী আছে,Entailment
338,একজন বৃদ্ধ নারী আছে।,একজন পথচারী বৃদ্ধ নারী বড় গাছটির নিচে বিশ্রাম নিচ্ছে,Neutral
338,একজন বৃদ্ধ নারী আছে।,একজন শিশু আছে,Contradiction
339,একজন বুড়ো মহিলা গায়ে কমলা রঙের কম্বল জড়িয়ে একটি কার্পেট এর উপরে বসে আছে একটি টিনের ঘরের সামনে।,একজন বুড়ো মহিলা আছে,Entailment
339,একজন বুড়ো মহিলা গায়ে কমলা রঙের কম্বল জড়িয়ে একটি কার্পেট এর উপরে বসে আছে একটি টিনের ঘরের সামনে।,একজন ভিক্ষুক ঠান্ডায় কম্বল জড়িয়ে অন্য কারো বাসার সামনে কার্পেট বিছিয়ে বিশ্রাম নিচ্ছে,Neutral
339,একজন বুড়ো মহিলা গায়ে কমলা রঙের কম্বল জড়িয়ে একটি কার্পেট এর উপরে বসে আছে একটি টিনের ঘরের সামনে।,একজন বুড়ো মহিলা গায়ে নীল কম্বল জড়িয়ে আছে,Contradiction
340,একজন পুরুষ আছে।,নৌকার উপর মাঝি একা বসে আছে,Neutral
340,একজন পুরুষ আছে।,একজন মহিলা আছে,Contradiction
341,একজন হলুদ ফুতুয়া পরা বুড়ো পুরুষ হাতে একটি দুতারা নিয়ে পার্কে দাড়িয়ে আছে যার চুল সাদা।,একজন বুড়ো পুরুষ হলুদ ফতুয়া পরে আছে,Entailment
341,একজন হলুদ ফুতুয়া পরা বুড়ো পুরুষ হাতে একটি দুতারা নিয়ে পার্কে দাড়িয়ে আছে যার চুল সাদা।,একটি পার্কে একজন বুড়ো বাউল দুতারা বাজাচ্ছে,Neutral
341,একজন হলুদ ফুতুয়া পরা বুড়ো পুরুষ হাতে একটি দুতারা নিয়ে পার্কে দাড়িয়ে আছে যার চুল সাদা।,একজন বুড়ো সবুজ ফতুয়া পরে আছে,Contradiction
342,একজন পুরুষ আছে।,একজন গায়ক মঞ্চে গান গাচ্ছে,Neutral
342,একজন পুরুষ আছে।,২জন নারী আছে,Contradiction
343,অনেকগুলো মানুষ একত্রে মিছিল করছে।,অনেকগুলো মানুষ আছে,Entailment
